,,,,,
Data Medicao,TEMPERATURA MAXIMA,TEMPERATURA MEDIA,TEMPERATURA MINIMA,UMIDADE DO AR DIARIA,UMIDADE RELATIVA DO AR
2003-03-17,21.6,17.833333,,83.666667,75
2003-03-18,26,18.626087,13.9,77.652174,47
2003-03-19,28.5,20.366667,13.7,72.25,28
2003-03-20,29.2,20.754167,15,77.75,43
2003-03-21,25.6,19.491667,16.8,82.041667,53
2003-03-22,19.9,16.45,13.8,78.333333,61
2003-03-23,21,16.7,12.7,81.083333,60
2003-03-24,21,16.520833,13.4,85.583333,67
2003-03-25,22.4,16.804167,12.1,80.458333,58
2003-03-26,23.2,17.508333,14.9,84.5,58
2003-03-27,25.2,18.604167,15.8,83.208333,50
2003-03-28,23.8,18.479167,15.3,78.958333,52
2003-03-29,25.3,18575,14.1,80375,49
2003-03-30,26.9,19625,14.4,72.416667,26
2003-03-31,27.7,20625,15.4,70.958333,21
2003-04-01,26.6,20.333333,15.2,76.958333,45
2003-04-02,27.2,20.508333,17.7,80375,46
2003-04-03,19.7,17.441667,15.4,86.041667,74
2003-04-04,21.9,18.1375,16,87.791667,74
2003-04-05,26.3,20.745833,16.8,71.541667,36
2003-04-06,23.4,17.579167,14.1,71875,44
2003-04-07,22.8,16.145833,11.9,83.25,51
2003-04-08,22.8,17.15,13.2,78.708333,48
2003-04-09,26.5,18.85,13,75.083333,39
2003-04-10,21.7,18.945833,16.3,81.916667,65
2003-04-11,23.3,18.020833,14.5,57625,25
2003-04-12,19.6,13.3,8.2,52625,27
2003-04-13,19,12.729167,6.2,75.25,49
2003-04-14,21.7,15.6,11.9,83.083333,51
2003-04-15,24.5,17.313043,12.8,75.173913,36
2003-04-16,24.3,,13.8,75.857143,36
2003-04-17,25.4,18.570833,14.7,73625,30
2003-04-18,26.4,19.958333,14.2,75.666667,49
2003-04-19,20.3,18.079167,16.7,91.5,81
2003-04-20,20.1,16.245833,13.2,85.416667,68
2003-04-21,19.9,16.8875,14.4,87.458333,78
2003-04-22,26.2,19.616667,16.6,86375,57
2003-04-23,25,20.326087,17.5,82.086957,56
2003-04-24,27.4,20.258333,15.6,78,40
2003-04-25,28,21.370833,16.9,75.5,42
2003-04-26,28.7,22.620833,16.4,69.833333,38
2003-04-27,28.6,22.65,16.6,68.041667,36
2003-04-28,28.9,22.554167,16.8,67.791667,40
2003-04-29,26.9,21.754167,19.2,80.958333,53
2003-04-30,27.7,22.4625,18.9,76,48
2003-05-01,23.5,18.641667,16.5,79.083333,62
2003-05-02,,,,82.461538,68
2003-05-03,19.4,12.595833,6.2,75.166667,44
2003-05-04,18.8,13.25,8.7,81875,58
2003-05-05,19.3,15.4375,13.1,79.5,59
2003-05-06,18.5,,10.3,69.238095,43
2003-05-07,15.9,10.76087,6.3,61.347826,41
2003-05-08,18.9,11.65,6.2,68.75,47
2003-05-09,19.3,12.079167,5.9,76.583333,49
2003-05-10,18.2,12.908333,8.5,85.5,61
2003-05-11,18.9,15.195833,12.3,79.75,60
2003-05-12,20.8,15.083333,10.9,83.916667,57
2003-05-13,21.4,16.236364,12.7,81.590909,56
2003-05-14,21.1,15.458333,10.6,88.666667,67
2003-05-15,24.3,17.9,13.8,80.25,46
2003-05-16,24.8,19.020833,14.9,75.916667,43
2003-05-17,25.2,18.670833,14.1,77.541667,43
2003-05-18,24.6,17975,12.3,75.458333,45
2003-05-19,20.9,16.545833,12.9,79.5,54
2003-05-20,22,16.2875,12.2,80.75,58
2003-05-21,25.7,18.183333,11.6,73.75,34
2003-05-22,26.6,19675,12.9,69125,42
2003-05-23,21,18.054167,15.2,78.416667,64
2003-05-24,17.4,13.366667,9.8,59.541667,34
2003-05-25,18.1,12.141667,8.2,53.458333,19
2003-05-26,18.6,10.7875,3.1,54375,15
2003-05-27,19.9,11.4875,5,65625,35
2003-05-28,20.4,,4.8,67.809524,29
2003-05-29,21.2,11.077273,3.8,72.772727,22
2003-05-30,22.8,11.920833,3.4,72.541667,27
2003-05-31,23.5,14.845833,6.7,70.958333,37
2003-06-01,24.1,17.022727,8.7,67.818182,42
2003-06-02,24,17.6375,11.2,70.916667,42
2003-06-03,20.8,17925,15.6,77.083333,66
2003-06-04,16.7,15.25,15.1,89.090909,84
2003-06-05,18.6,14.530435,12.6,91.695652,76
2003-06-06,20.5,,12.8,87.8,77
2003-06-07,,,,,88
2003-06-08,,,,,
2003-06-09,,,,,
2003-06-10,,,,,
2003-06-11,,,,,
2003-06-12,,,,,
2003-06-13,,,,,
2003-06-14,,,,,
2003-06-15,,,,,
2003-06-16,,,,,
2003-06-17,,,,,
2003-06-18,,,,,
2003-06-19,,,,,
2003-06-20,,,,,
2003-06-21,,,,,
2003-06-22,,,,,
2003-06-23,,,,,
2003-06-24,,,,,
2003-06-25,,,,,
2003-06-26,,,,,
2003-06-27,,,,,
2003-06-28,,,,,
2003-06-29,,,,,
2003-06-30,,,,,
2003-07-01,,,,,
2003-07-02,,,,,
2003-07-03,,,,,
2003-07-04,,,,,
2003-07-05,,,,,
2003-07-06,,,,,
2003-07-07,,,,,
2003-07-08,,,,,
2003-07-09,,,,,
2003-07-10,,,,,
2003-07-11,,,,,
2003-07-12,,,,,
2003-07-13,,,,,
2003-07-14,,,,,
2003-07-15,,,,,
2003-07-16,,,,,
2003-07-17,,,,,
2003-07-18,,,,,
2003-07-19,,,,,
2003-07-20,,,,,
2003-07-21,,,,,
2003-07-22,,,,,
2003-07-23,,,,,
2003-07-24,,,,,
2003-07-25,,,,,
2003-07-26,,,,,
2003-07-27,,,,,
2003-07-28,,,,,
2003-07-29,,,,,
2003-07-30,,,,,
2003-07-31,,,,,
2003-08-01,,,,,
2003-08-02,,,,,
2003-08-03,,,,,
2003-08-04,,,,,
2003-08-05,,,,,
2003-08-06,,,,,
2003-08-07,,,,,
2003-08-08,,,,,
2003-08-09,,,,,
2003-08-10,,,,,
2003-08-11,,,,,
2003-08-12,,,,,
2003-08-13,,,,,
2003-08-14,,,,,
2003-08-15,,,,,
2003-08-16,,,,,
2003-08-17,,,,,
2003-08-18,,,,,
2003-08-19,,,,,
2003-08-20,,,,,
2003-08-21,,,,,
2003-08-22,,,,,
2003-08-23,,,,,
2003-08-24,,,,,
2003-08-25,,,,,
2003-08-26,,,,,
2003-08-27,,,,,
2003-08-28,,,,,
2003-08-29,,,,,
2003-08-30,,,,,
2003-08-31,,,,,
2003-09-01,,,,,
2003-09-02,,,,,
2003-09-03,,,,,
2003-09-04,,,,,
2003-09-05,,,,,
2003-09-06,,,,,
2003-09-07,,,,,
2003-09-08,,,,,
2003-09-09,,,,,
2003-09-10,,,,,
2003-09-11,,,,,
2003-09-12,,,,,
2003-09-13,,,,,
2003-09-14,,,,,
2003-09-15,,,,,
2003-09-16,,,,,
2003-09-17,,,,,
2003-09-18,,,,,
2003-09-19,,,,,
2003-09-20,,,,,
2003-09-21,,,,,
2003-09-22,,,,,
2003-09-23,,,,,
2003-09-24,,,,,
2003-09-25,,,,,
2003-09-26,,,,,
2003-09-27,,,,,
2003-09-28,,,,,
2003-09-29,,,,,
2003-09-30,,,,,
2003-10-01,,,,,
2003-10-02,,,,,
2003-10-03,,,,,
2003-10-04,,,,,
2003-10-05,,,,,
2003-10-06,,,,,
2003-10-07,,,,,
2003-10-08,,,,,
2003-10-09,,,,,
2003-10-10,,,,,
2003-10-11,,,,,
2003-10-12,,,,,
2003-10-13,,,,,
2003-10-14,,,,,
2003-10-15,,,,,
2003-10-16,,,,,
2003-10-17,,,,,
2003-10-18,,,,,
2003-10-19,,,,,
2003-10-20,,,,,
2003-10-21,,,,,
2003-10-22,,,,,
2003-10-23,,,,,
2003-10-24,,,,,
2003-10-25,,,,,
2003-10-26,,,,,
2003-10-27,,,,,
2003-10-28,,,,,
2003-10-29,,,,,
2003-10-30,,,,,
2003-10-31,,,,,
2003-11-01,,,,,
2003-11-02,,,,,
2003-11-03,,,,,
2003-11-04,,,,,
2003-11-05,,,,,
2003-11-06,,,,,
2003-11-07,,,,,
2003-11-08,,,,,
2003-11-09,,,,,
2003-11-10,,,,,
2003-11-11,,,,,
2003-11-12,,,,,
2003-11-13,,,,,
2003-11-14,,,,,
2003-11-15,,,,,
2003-11-16,,,,,
2003-11-17,,,,,
2003-11-18,,,,,
2003-11-19,,,,,
2003-11-20,,,,,
2003-11-21,,,,,
2003-11-22,,,,,
2003-11-23,,,,,
2003-11-24,,,,,
2003-11-25,,,,,
2003-11-26,,,,,
2003-11-27,,,,,
2003-11-28,,,,,
2003-11-29,,,,,
2003-11-30,,,,,
2003-12-01,,,,,
2003-12-02,,,,,
2003-12-03,,,,,
2003-12-04,,,,,
2003-12-05,,,,,
2003-12-06,,,,,
2003-12-07,,,,,
2003-12-08,,,,,
2003-12-09,,,,,
2003-12-10,,,,,
2003-12-11,,,,,
2003-12-12,,,,,
2003-12-13,,,,,
2003-12-14,,,,,
2003-12-15,,,,,
2003-12-16,,,,,
2003-12-17,,,,,
2003-12-18,,,,,
2003-12-19,,,,,
2003-12-20,,,,,
2003-12-21,,,,,
2003-12-22,,,,,
2003-12-23,,,,,
2003-12-24,,,,,
2003-12-25,,,,,
2003-12-26,,,,,
2003-12-27,,,,,
2003-12-28,,,,,
2003-12-29,,,,,
2003-12-30,,,,,
2003-12-31,,,,,
2004-01-01,,,,,
2004-01-02,,,,,
2004-01-03,,,,,
2004-01-04,,,,,
2004-01-05,,,,,
2004-01-06,,,,,
2004-01-07,,,,,
2004-01-08,,,,,
2004-01-09,,,,,
2004-01-10,,,,,
2004-01-11,,,,,
2004-01-12,,,,,
2004-01-13,,,,,
2004-01-14,,,,,
2004-01-15,,,,,
2004-01-16,,,,,
2004-01-17,,,,,
2004-01-18,,,,,
2004-01-19,,,,,
2004-01-20,,,,,
2004-01-21,,,,,
2004-01-22,,,,,
2004-01-23,,,,,
2004-01-24,,,,,
2004-01-25,,,,,
2004-01-26,,,,,
2004-01-27,,,,,
2004-01-28,,,,,
2004-01-29,,,,,
2004-01-30,,,,,
2004-01-31,,,,,
2004-02-01,,,,,
2004-02-02,,,,,
2004-02-03,,,,,
2004-02-04,,,,,
2004-02-05,,,,,
2004-02-06,,,,,
2004-02-07,,,,,
2004-02-08,,,,,
2004-02-09,,,,,
2004-02-10,,,,,
2004-02-11,,,,,
2004-02-12,,,,,
2004-02-13,,,,,
2004-02-14,,,,,
2004-02-15,,,,,
2004-02-16,,,,,
2004-02-17,,,,,
2004-02-18,,,,,
2004-02-19,,,,,
2004-02-20,,,,,
2004-02-21,,,,,
2004-02-22,,,,,
2004-02-23,,,,,
2004-02-24,,,,,
2004-02-25,,,,,
2004-02-26,,,,,
2004-02-27,,,,,
2004-02-28,,,,,
2004-02-29,,,,,
2004-03-01,,,,,
2004-03-02,,,,,
2004-03-03,,,,,
2004-03-04,,,,,
2004-03-05,,,,,
2004-03-06,,,,,
2004-03-07,,,,,
2004-03-08,,,,,
2004-03-09,,,,,
2004-03-10,,,,,
2004-03-11,,,,,
2004-03-12,,,,,
2004-03-13,,,,,
2004-03-14,,,,,
2004-03-15,,,,,
2004-03-16,,,,,
2004-03-17,,,,,
2004-03-18,,,,,
2004-03-19,,,,,
2004-03-20,,,,,
2004-03-21,,,,,
2004-03-22,,,,,
2004-03-23,,,,,
2004-03-24,,,,,
2004-03-25,,,,,
2004-03-26,,,,,
2004-03-27,,,,,
2004-03-28,,,,,
2004-03-29,,,,,
2004-03-30,,,,,
2004-03-31,,,,,
2004-04-01,,,,,
2004-04-02,,,,,
2004-04-03,,,,,
2004-04-04,,,,,
2004-04-05,,,,,
2004-04-06,,,,,
2004-04-07,,,,,
2004-04-08,,,,,
2004-04-09,,,,,
2004-04-10,,,,,
2004-04-11,,,,,
2004-04-12,,,,,
2004-04-13,,,,,
2004-04-14,,,,,
2004-04-15,,,,,
2004-04-16,,,,,
2004-04-17,,,,,
2004-04-18,,,,,
2004-04-19,,,,,
2004-04-20,,,,,
2004-04-21,,,,,
2004-04-22,,,,,
2004-04-23,,,,,
2004-04-24,,,,,
2004-04-25,,,,,
2004-04-26,,,,,
2004-04-27,,,,,
2004-04-28,,,,,
2004-04-29,,,,,
2004-04-30,,,,,
2004-05-01,,,,,
2004-05-02,,,,,
2004-05-03,,,,,
2004-05-04,,,,,
2004-05-05,,,,,
2004-05-06,,,,,
2004-05-07,,,,,
2004-05-08,,,,,
2004-05-09,,,,,
2004-05-10,,,,,
2004-05-11,,,,,
2004-05-12,,,,,
2004-05-13,,,,,
2004-05-14,,,,,
2004-05-15,,,,,
2004-05-16,,,,,
2004-05-17,,,,,
2004-05-18,,,,,
2004-05-19,,,,,
2004-05-20,,,,,
2004-05-21,,,,,
2004-05-22,,,,,
2004-05-23,,,,,
2004-05-24,,,,,
2004-05-25,,,,,
2004-05-26,,,,,
2004-05-27,,,,,
2004-05-28,,,,,
2004-05-29,,,,,
2004-05-30,,,,,
2004-05-31,,,,,
2004-06-01,,,,,
2004-06-02,,,,,
2004-06-03,,,,,
2004-06-04,,,,,
2004-06-05,,,,,
2004-06-06,,,,,
2004-06-07,,,,,
2004-06-08,,,,,
2004-06-09,,,,,
2004-06-10,,,,,
2004-06-11,,,,,
2004-06-12,,,,,
2004-06-13,,,,,
2004-06-14,,,,,
2004-06-15,,,,,
2004-06-16,,,,,
2004-06-17,,,,,
2004-06-18,,,,,
2004-06-19,,,,,
2004-06-20,,,,,
2004-06-21,,,,,
2004-06-22,,,,,
2004-06-23,,,,,
2004-06-24,,,,,
2004-06-25,,,,,
2004-06-26,,,,,
2004-06-27,,,,,
2004-06-28,,,,,
2004-06-29,,,,,
2004-06-30,,,,,
2004-07-01,,,,,
2004-07-02,,,,,
2004-07-03,,,,,
2004-07-04,,,,,
2004-07-05,,,,,
2004-07-06,,,,,
2004-07-07,,,,,
2004-07-08,,,,,
2004-07-09,,,,,
2004-07-10,,,,,
2004-07-11,,,,,
2004-07-12,,,,,
2004-07-13,,,,,
2004-07-14,,,,,
2004-07-15,,,,,
2004-07-16,,,,,
2004-07-17,,,,,
2004-07-18,,,,,
2004-07-19,,,,,
2004-07-20,,,,,
2004-07-21,,,,,
2004-07-22,,,,,
2004-07-23,,,,,
2004-07-24,,,,,
2004-07-25,,,,,
2004-07-26,,,,,
2004-07-27,,,,,
2004-07-28,,,,,
2004-07-29,,,,,
2004-07-30,,,,,
2004-07-31,,,,,
2004-08-01,,,,,
2004-08-02,,,,,
2004-08-03,,,,,
2004-08-04,,,,,
2004-08-05,,,,,
2004-08-06,,,,,
2004-08-07,,,,,
2004-08-08,,,,,
2004-08-09,,,,,
2004-08-10,,,,,
2004-08-11,,,,,
2004-08-12,,,,,
2004-08-13,,,,,
2004-08-14,,,,,
2004-08-15,,,,,
2004-08-16,,,,,
2004-08-17,,,,,
2004-08-18,,,,,
2004-08-19,,,,,
2004-08-20,,,,,
2004-08-21,,,,,
2004-08-22,,,,,
2004-08-23,,,,,
2004-08-24,,,,,
2004-08-25,,,,,
2004-08-26,,,,,
2004-08-27,,,,,
2004-08-28,,,,,
2004-08-29,,,,,
2004-08-30,,,,,
2004-08-31,,,,,
2004-09-01,,,,,
2004-09-02,,,,,
2004-09-03,,,,,
2004-09-04,,,,,
2004-09-05,,,,,
2004-09-06,,,,,
2004-09-07,,,,,
2004-09-08,,,,,
2004-09-09,,,,,
2004-09-10,,,,,
2004-09-11,,,,,
2004-09-12,,,,,
2004-09-13,,,,,
2004-09-14,,,,,
2004-09-15,,,,,
2004-09-16,,,,,
2004-09-17,,,,,
2004-09-18,,,,,
2004-09-19,,,,,
2004-09-20,,,,,
2004-09-21,,,,,
2004-09-22,,,,,
2004-09-23,,,,,
2004-09-24,,,,,
2004-09-25,,,,,
2004-09-26,,,,,
2004-09-27,,,,,
2004-09-28,,,,,
2004-09-29,,,,,
2004-09-30,,,,,
2004-10-01,,,,,
2004-10-02,,,,,
2004-10-03,,,,,
2004-10-04,,,,,
2004-10-05,,,,,
2004-10-06,,,,,
2004-10-07,,,,,
2004-10-08,,,,,
2004-10-09,,,,,
2004-10-10,,,,,
2004-10-11,,,,,
2004-10-12,,,,,
2004-10-13,,,,,
2004-10-14,,,,,
2004-10-15,,,,,
2004-10-16,,,,,
2004-10-17,,,,,
2004-10-18,,,,,
2004-10-19,,,,,
2004-10-20,,,,,
2004-10-21,,,,,
2004-10-22,,,,,
2004-10-23,,,,,
2004-10-24,,,,,
2004-10-25,,,,,
2004-10-26,,,,,
2004-10-27,,,,,
2004-10-28,,,,,
2004-10-29,,,,,
2004-10-30,,,,,
2004-10-31,,,,,
2004-11-01,,,,,
2004-11-02,,,,,
2004-11-03,,,,,
2004-11-04,,,,,
2004-11-05,,,,,
2004-11-06,,,,,
2004-11-07,,,,,
2004-11-08,,,,,
2004-11-09,,,,,
2004-11-10,,,,,
2004-11-11,,,,,
2004-11-12,,,,,
2004-11-13,,,,,
2004-11-14,,,,,
2004-11-15,,,,,
2004-11-16,,,,,
2004-11-17,,,,,
2004-11-18,,,,,
2004-11-19,,,,,
2004-11-20,,,,,
2004-11-21,,,,,
2004-11-22,,,,,
2004-11-23,,,,,
2004-11-24,,,,,
2004-11-25,,,,,
2004-11-26,,,,,
2004-11-27,,,,,
2004-11-28,,,,,
2004-11-29,,,,,
2004-11-30,,,,,
2004-12-01,,,,,
2004-12-02,,,,,
2004-12-03,,,,,
2004-12-04,,,,,
2004-12-05,,,,,
2004-12-06,,,,,
2004-12-07,,,,,
2004-12-08,,,,,
2004-12-09,,,,,
2004-12-10,,,,,
2004-12-11,,,,,
2004-12-12,,,,,
2004-12-13,,,,,
2004-12-14,,,,,
2004-12-15,,,,,
2004-12-16,,,,,
2004-12-17,,,,,
2004-12-18,,,,,
2004-12-19,,,,,
2004-12-20,,,,,
2004-12-21,,,,,
2004-12-22,,,,,
2004-12-23,,,,,
2004-12-24,,,,,
2004-12-25,,,,,
2004-12-26,,,,,
2004-12-27,,,,,
2004-12-28,,,,,
2004-12-29,,,,,
2004-12-30,,,,,
2004-12-31,,,,,
2005-01-01,,,,,
2005-01-02,,,,,
2005-01-03,,,,,
2005-01-04,,,,,
2005-01-05,,,,,
2005-01-06,,,,,
2005-01-07,,,,,
2005-01-08,,,,,
2005-01-09,,,,,
2005-01-10,,,,,
2005-01-11,,,,,
2005-01-12,,,,,
2005-01-13,,,,,
2005-01-14,,,,,
2005-01-15,,,,,
2005-01-16,,,,,
2005-01-17,,,,,
2005-01-18,,,,,
2005-01-19,,,,,
2005-01-20,,,,,
2005-01-21,,,,,
2005-01-22,,,,,
2005-01-23,,,,,
2005-01-24,,,,,
2005-01-25,,,,,
2005-01-26,,,,,
2005-01-27,,,,,
2005-01-28,,,,,
2005-01-29,,,,,
2005-01-30,,,,,
2005-01-31,,,,,
2005-02-01,,,,,
2005-02-02,,,,,
2005-02-03,,,,,
2005-02-04,,,,,
2005-02-05,,,,,
2005-02-06,,,,,
2005-02-07,,,,,
2005-02-08,,,,,
2005-02-09,,,,,
2005-02-10,,,,,
2005-02-11,,,,,
2005-02-12,,,,,
2005-02-13,,,,,
2005-02-14,,,,,
2005-02-15,,,,,
2005-02-16,,,,,
2005-02-17,,,,,
2005-02-18,,,,,
2005-02-19,,,,,
2005-02-20,,,,,
2005-02-21,,,,,
2005-02-22,,,,,
2005-02-23,,,,,
2005-02-24,,,,,
2005-02-25,,,,,
2005-02-26,,,,,
2005-02-27,,,,,
2005-02-28,,,,,
2005-03-01,,,,,
2005-03-02,,,,,
2005-03-03,,,,,
2005-03-04,,,,,
2005-03-05,,,,,
2005-03-06,,,,,
2005-03-07,,,,,
2005-03-08,,,,,
2005-03-09,,,,,
2005-03-10,,,,,
2005-03-11,,,,,
2005-03-12,,,,,
2005-03-13,,,,,
2005-03-14,,,,,
2005-03-15,,,,,
2005-03-16,,,,,
2005-03-17,,,,,
2005-03-18,,,,,
2005-03-19,,,,,
2005-03-20,,,,,
2005-03-21,,,,,
2005-03-22,,,,,
2005-03-23,,,,,
2005-03-24,,,,,
2005-03-25,,,,,
2005-03-26,,,,,
2005-03-27,,,,,
2005-03-28,,,,,
2005-03-29,,,,,
2005-03-30,,,,,
2005-03-31,,,,,
2005-04-01,,,,,
2005-04-02,,,,,
2005-04-03,,,,,
2005-04-04,,,,,
2005-04-05,,,,,
2005-04-06,,,,,
2005-04-07,,,,,
2005-04-08,,,,,
2005-04-09,,,,,
2005-04-10,,,,,
2005-04-11,,,,,
2005-04-12,,,,,
2005-04-13,,,,,
2005-04-14,,,,,
2005-04-15,,,,,
2005-04-16,,,,,
2005-04-17,,,,,
2005-04-18,,,,,
2005-04-19,,,,,
2005-04-20,,,,,
2005-04-21,,,,,
2005-04-22,,,,,
2005-04-23,,,,,
2005-04-24,,,,,
2005-04-25,,,,,
2005-04-26,,,,,
2005-04-27,,,,,
2005-04-28,,,,,
2005-04-29,,,,,
2005-04-30,,,,,
2005-05-01,,,,,
2005-05-02,,,,,
2005-05-03,,,,,
2005-05-04,,,,,
2005-05-05,,,,,
2005-05-06,,,,,
2005-05-07,,,,,
2005-05-08,,,,,
2005-05-09,,,,,
2005-05-10,,,,,
2005-05-11,,,,,
2005-05-12,,,,,
2005-05-13,,,,,
2005-05-14,,,,,
2005-05-15,,,,,33
2005-05-16,23.3,19.3375,15.8,73.25,56
2005-05-17,25.8,19.229167,15.5,82.833333,57
2005-05-18,26,20.641667,16.7,79.791667,51
2005-05-19,25.2,20.130435,18,81.434783,55
2005-05-20,,,,,
2005-05-21,,,,,
2005-05-22,,,,,
2005-05-23,,,,,
2005-05-24,16.6,15.133333,,93625,86
2005-05-25,18.7,15575,14.6,80.916667,52
2005-05-26,19.7,12.077273,6.9,79.545455,41
2005-05-27,20.6,13.658333,8.4,81,52
2005-05-28,22.6,15.145833,11.2,82.708333,46
2005-05-29,21.7,16.3,11.8,77.26087,48
2005-05-30,22.1,15.504167,11.3,84125,57
2005-05-31,21.3,16.35,11.9,85.333333,66
2005-06-01,22.7,17.169565,13.8,84.782609,60
2005-06-02,24.6,18.404167,14.9,82.041667,50
2005-06-03,24.9,18.8875,15.6,82.583333,51
2005-06-04,25,18.779167,15.8,79,46
2005-06-05,25.8,19.070833,15.5,77,40
2005-06-06,23.1,16775,13.4,80.791667,40
2005-06-07,22.4,16.1875,12.3,76.791667,34
2005-06-08,22.6,16.629167,12.6,77.416667,45
2005-06-09,23.5,16.445833,11.2,77625,44
2005-06-10,22.8,16.858333,12.5,79.708333,51
2005-06-11,23.9,17.570833,12.5,77.208333,44
2005-06-12,24.3,18.329167,12.4,70.208333,42
2005-06-13,24.1,18.5,14.6,73.5,45
2005-06-14,,,15.8,72.307692,64
2005-06-15,,,,92.333333,88
2005-06-16,20.7,16.570833,14.5,83.291667,58
2005-06-17,24.6,17.2375,11.9,77.208333,49
2005-06-18,17.4,14.608333,13,85.25,72
2005-06-19,20.5,15.678261,11.5,80.043478,60
2005-06-20,17.1,14825,15,92.25,82
2005-06-21,12.6,10.545833,8.7,86625,75
2005-06-22,15.4,11.95,8.6,85.583333,71
2005-06-23,18.7,13.908333,10.9,80.791667,59
2005-06-24,19.9,,8.6,80.952381,49
2005-06-25,17.9,14.170833,11.4,83.083333,66
2005-06-26,20.7,16.026087,13,73.869565,49
2005-06-27,21.5,15.9625,11.2,72.25,37
2005-06-28,20.5,16.222727,11.9,76.090909,55
2005-06-29,20.3,17.095652,15.3,87.565217,75
2005-06-30,22.7,17.541667,14.9,85.291667,60
2005-07-01,23.2,17.609091,14.3,79.090909,49
2005-07-02,24.8,18.295652,11,71.956522,45
2005-07-03,25,19.1375,13.1,65625,40
2005-07-04,25.3,19.947826,15.5,59.869565,45
2005-07-05,20.6,14.433333,13.1,87625,62
2005-07-06,16.8,11.322727,10.6,84.409091,59
2005-07-07,10.3,7.108333,2.7,83625,67
2005-07-08,13.5,9.608333,6.5,85.708333,66
2005-07-09,15.6,11.7375,9.6,82.708333,63
2005-07-10,17.8,12.583333,8.7,81.166667,48
2005-07-11,21,13.791667,9.5,83.5,53
2005-07-12,21.7,15.195455,10.5,76.318182,42
2005-07-13,22,,9.3,85.214286,43
2005-07-14,21.6,,,80,46
2005-07-15,21.8,14.8875,9.6,76.208333,40
2005-07-16,24.1,18.1,10.2,57.666667,36
2005-07-17,20.8,15.791667,14.3,67.166667,48
2005-07-18,14.5,9.379167,5.3,68.833333,45
2005-07-19,15.9,7.920833,2.5,70.791667,38
2005-07-20,14.1,9225,5.7,79625,59
2005-07-21,14.4,11575,7.3,89.291667,79
2005-07-22,21.2,15.616667,12.1,85.791667,66
2005-07-23,17.7,14.920833,12.9,92.916667,85
2005-07-24,15.9,13.595652,12.7,86.869565,67
2005-07-25,15,9.9625,4.9,69.333333,41
2005-07-26,17.5,9.845833,4.3,66.583333,31
2005-07-27,18.5,11.3125,6.8,77.416667,47
2005-07-28,23.8,14675,8.4,75.166667,44
2005-07-29,26.2,18.054167,9.9,70.791667,36
2005-07-30,25.8,18.383333,11.3,67625,33
2005-07-31,24.9,17.633333,10.2,65.333333,34
2005-08-01,25,17.645833,9.8,63.541667,31
2005-08-02,24.7,17525,10.3,62.958333,28
2005-08-03,24.5,17.0625,10.1,63.458333,31
2005-08-04,24.6,17.270833,9.4,60.791667,32
2005-08-05,25.2,17.741667,9.8,64125,34
2005-08-06,25.6,18.208333,10.8,59.666667,31
2005-08-07,21.2,15.3375,11.2,80.25,57
2005-08-08,14.5,12.4875,12.3,85.708333,77
2005-08-09,12.1,9.604167,8.2,92.791667,88
2005-08-10,15,10.920833,7.9,82.833333,65
2005-08-11,17.2,10.879167,5.7,71.291667,32
2005-08-12,20.5,11.9125,4.8,70.541667,37
2005-08-13,21.6,14.195833,9.3,78375,47
2005-08-14,22.1,14.45,10.2,75.291667,33
2005-08-15,25.2,15.633333,6.6,69.083333,29
2005-08-16,26.3,16675,8.5,71.083333,29
2005-08-17,27,19.229167,13.3,69.791667,32
2005-08-18,23.4,,14.2,76.176471,50
2005-08-19,20.3,15.813043,14,83.217391,64
2005-08-20,23.8,17.13913,14.2,79.565217,54
2005-08-21,22.6,,14.2,78625,53
2005-08-22,26,19.354545,13.3,64.863636,34
2005-08-23,27.4,20.243478,13.5,55.695652,26
2005-08-24,21.8,18.1125,14.3,61.958333,42
2005-08-25,18.5,10.643478,4.3,57.043478,14
2005-08-26,16.9,10.616667,5.1,78.583333,51
2005-08-27,25.5,,9.7,71.421053,47
2005-08-28,28.8,22.995652,16.4,55.478261,36
2005-08-29,29.8,24.295455,19.6,47.409091,31
2005-08-30,28.9,24.422727,23.3,52.227273,40
2005-08-31,18.1,14.970833,13.7,93.916667,85
2005-09-01,21.1,,13.7,88.809524,72
2005-09-02,17.3,12.586957,8.3,61.391304,27
2005-09-03,22.6,,4.3,62.263158,28
2005-09-04,16.1,12.082609,10.5,92.130435,81
2005-09-05,22.6,,10.5,73.95,32
2005-09-06,21.4,,12.2,80.75,46
2005-09-07,15.6,12.116667,10.2,82.458333,69
2005-09-08,16.4,12.565217,10.6,85.695652,68
2005-09-09,22.3,16.372727,12.6,81.545455,63
2005-09-10,28,20.931818,15.2,68.136364,38
2005-09-11,23,,16.9,69.65,46
2005-09-12,16.4,10.683333,9.8,92875,91
2005-09-13,9.6,7.613636,6.7,91.681818,85
2005-09-14,12.1,9.7625,7.3,93.166667,88
2005-09-15,23.5,16.65,10,81.954545,58
2005-09-16,19.5,15.591667,13.9,88.708333,78
2005-09-17,15.8,12.268182,10.3,84.863636,71
2005-09-18,15.3,,11.7,88.0625,80
2005-09-19,,,,53.384615,27
2005-09-20,21.4,14.7875,8.4,70625,50
2005-09-21,19.3,15.126087,13,83.391304,65
2005-09-22,17.3,14.518182,13,88.954545,74
2005-09-23,20.4,15.795652,13.5,86.521739,68
2005-09-24,19.2,,14.1,84.52381,69
